id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,event_date,problem,language,translated
restart_13187,The Restart Project,GBR,Handheld entertainment device ~ MP3 player,Handheld entertainment device,Samsung,2014,End of life,2019-05-17,Doesn't recharge - battery dead,en,Doesn't recharge - battery dead
restart_3714,The Restart Project,GBR,Mobile,Mobile,Samsung,????,Repairable,2016-11-19,Doesn't switch on - dead battery,en,Doesn't switch on - dead battery
restart_13008,The Restart Project,GBR,Mobile,Mobile,Samsung,2017,Repairable,2019-05-11,Doesn't turn on.Could be a battery issue.  Recommended to try a new battery and then if no joy take it to professional repairer.,en,Doesn't turn on.Could be a battery issue.  Recommended to try a new battery and then if no joy take it to professional repairer.
restart_6438,The Restart Project,GBR,Handheld entertainment device ~ iPod,Handheld entertainment device,Apple,????,Repairable,2017-11-04,Doesn't work - Dead - Need new battery,en,Doesn't work - Dead - Need new battery
restart_8821,The Restart Project,GBR,Toy,Toy,Unknown,????,Repairable,2018-07-21,Doesn't work - needs batteries replacing.,en,Doesn't work - needs batteries replacing.
rcint_5042,Repair Café International,GBR,Computers/phones ~ Laptop,Laptop,Acer,2013,End of life,2018-02-03,Doesn't work on battery,en,Doesn't work on battery
restart_16809,The Restart Project,GBR,Hi-Fi separates ~ Speaker,Hi-Fi separates,Apple,????,Repairable,2020-01-26,Doesn't work.  Needs batteries to test it.,en,Doesn't work.  Needs batteries to test it.
rcint_24373,Repair Café International,NLD,Clocks / alarm clocks ~ Clock,Watch/clock,Newgate Londen,1999,End of life,2019-11-02,doet het niet - nieuwe batterij?,nl,it does not - new battery?
rcint_20873,Repair Café International,NLD,Computers/phones ~ E-reader / E-book reader,Tablet,Kobo,2010,End of life,2019-08-31,Doet het niet meer ws. omdat hij lang stil heeft gestaan en de batterij leeg is,nl,Does not ws. because he has long been silent and the battery is empty
rcint_15690,Repair Café International,NLD,Display and sound equipment ~ Remote control,TV and gaming-related accessories,Powerfix,????,Repairable,2019-03-09,doet het niet/ lege batterij,nl,it does not / battery
restart_15744,The Restart Project,GBR,Misc ~ Sound sensor,Small home electrical,Alba Diagnostics,2014,Repairable,2019-11-10,Draining battery.  Needs new chip.,en,Draining battery.  Needs new chip.
restart_13918,The Restart Project,GBR,Power tool,Power tool,Unknown,????,Repairable,2019-06-22,Drill - issued identified as battery pack,en,Drill - issued identified as battery pack
restart_15626,The Restart Project,GBR,Misc ~ Battery charger,Battery/charger/adapter,Bosch,????,Repairable,2019-11-02,"drill battery charger not charging battery; opened up, 2 resistors burned out and need to be replaced",en,"drill battery charger not charging battery; opened up, 2 resistors burned out and need to be replaced"
rcwales_3761,Repair Cafe Wales,GBR,Electrical ~ drill,Power tool,Black & Decker,????,Repairable,2020-01-01,drill charger defect? melted battery?,en,drill charger defect? melted battery?
restart_2548,The Restart Project,GBR,Power tool ~ Drill,Power tool,Unknown,????,Repairable,2016-04-13,Drill needing a new battery pack,en,Drill needing a new battery pack
restart_10969,The Restart Project,GBR,Laptop medium,Laptop,Unknown,????,Repairable,2019-01-19,"dropped, not booting - needs new battery",en,"dropped, not booting - needs new battery"
restart_883,The Restart Project,GBR,Hi-Fi separates ~ DVD/CD player,Hi-Fi separates,Unknown,????,Repairable,2014-09-20,DVD player (needs category). Needs new rechargeable battery.,en,DVD player (needs category). Needs new rechargeable battery.
restart_1701,The Restart Project,GBR,Hair & Beauty item ~ Toothbrush,Hair & beauty item,Unknown,????,Repairable,2015-09-26,"E-toothbrush, needs a new battery",en,"E-toothbrush, needs a new battery"
anstiftung_1652,anstiftung,DEU,Elektro Sonstiges ~ Digitalkamera,Digital compact camera,Sony,????,Repairable,2019-03-26,"Eine DMC-T7 Kamera ist leider in ein Medium eingetaucht, was sie nicht so gut verträgt - Wasser. Sie reagierte auf gar nichts mehr. Um herauszufinden, ob da noch was zu machen ist, haben wir mit der Überprüfung des Akkus und der Stützbatterie angefangen. Leider sah es bei beiden nicht gut aus. Mit einer externen Stromversorgung bewegte sich aber schon mal das Objektiv. Die Besitzerin kommt noch mal mit einem anderen Akku wieder.",de,"A DMC-T7 camera is unfortunately immersed in a medium, which can tolerate not so good - water. She was responding to anything. To find out if there's what to do, we started checking the batteries and the backup battery. Unfortunately, it looked both not good. With an external power supply, but already the lens moving times. The owner comes again with another battery."
anstiftung_2912,anstiftung,DEU,Elektro Sonstiges ~ Digitalkamera,Digital compact camera,Nikon,????,Repairable,2018-02-22,"Einstellungen wurden in letzter zeit immer wieder ""vergessen"" und nun ging das Gerät gar nicht mehr an.Wir entdeckten eine defekte Pufferbatterie. Da das Originalteil unseren Recherchen zufolge aber leider schwer zu kriegen ist, werden wir hier wahrscheinlich eine äquivalente Knopfzelle passender Größe einbauen müssen. Sobald das Ersatzteil da ist, wird die Reparatur bei einem der kommenden Termine fortgesetzt.",de,"Settings have been ""forgotten"" again and again in recent times and now the unit was not at all more us.We discovered a defective battery. Since the original part is according to our research but unfortunately hard to get, we will be here probably an equivalent button cell must install the appropriate size. Once the part is there, the repair is continued at one of the upcoming appointments."
restart_5887,The Restart Project,NOR,Misc ~ Electric bike,Large home electrical,Unknown,????,Repairable,2017-09-03,Electric bicycle battery,en,Electric bicycle battery
restart_6778,The Restart Project,GBR,Misc ~ Shaver,Hair & beauty item,Boots,????,Repairable,2017-12-02,electric razor. new lithium battery needed (order online),en,electric razor. new lithium battery needed (order online)
restart_1250,The Restart Project,ITA,Misc ~ Electric screwdriver,Power tool,Unknown,????,Repairable,2015-03-04,electric screwdriver with exhausted batteries,en,electric screwdriver with exhausted batteries
restart_7395,The Restart Project,USA,Tablet,Tablet,Sony,????,Repairable,2018-03-03,"eReader, appears battery is dead, owner bought a replacement but can't remove old, has watched youtube videos of similar models and bought tools to do but can't. fixer replaced bad battery but still not working; owner will charge battery when home",en,"eReader, appears battery is dead, owner bought a replacement but can't remove old, has watched youtube videos of similar models and bought tools to do but can't. fixer replaced bad battery but still not working; owner will charge battery when home"
restart_16818,The Restart Project,GBR,Vacuum,Vacuum,Unknown,????,Repairable,2020-01-26,Error message is battery related.  PCB fault suspected.  Unable to test as battery low.,en,Error message is battery related.  PCB fault suspected.  Unable to test as battery low.
rcint_26643,Repair Café International,GBR,Toys electric ~ Toy,Toy,Unknown,????,Repairable,2019-12-07,fails to charge battery,en,fails to charge battery
restart_15724,The Restart Project,HKG,Mobile,Mobile,Apple,2017,Repairable,2019-11-10,Fast battery drain. Ordered new battery,en,Fast battery drain. Ordered new battery
restart_3396,The Restart Project,GBR,Laptop medium,Laptop,Apple,????,Repairable,2016-10-15,Faulty battery,en,Faulty battery
restart_6651,The Restart Project,ITA,Mobile,Mobile,ASUS,2015,End of life,2017-11-19,"Fell into the ocean, battery contacts oxidized, screen dead",en,"Fell into the ocean, battery contacts oxidized, screen dead"
restart_10639,The Restart Project,ITA,Mobile,Mobile,Samsung,2014,Repairable,2018-12-02,"Fell into water, battery dead. Just replace the battery.",en,"Fell into water, battery dead. Just replace the battery."
restart_12531,The Restart Project,GBR,Laptop medium,Laptop,Unknown,????,Repairable,2019-04-06,"Forgot BIOS password, need help removing CMOS battery - not seen due to lack of time",en,"Forgot BIOS password, need help removing CMOS battery - not seen due to lack of time"
rcint_28852,Repair Café International,NLD,Household appliances electric ~ Lamp/lighting,Lamp,Unknown,2013,End of life,2020-01-31,"Functioneert niet goed, zonnepaneel laadt batterij niet meer op",nl,"not functioning properly, solar panel charges battery no longer"
rcint_15282,Repair Café International,NLD,Display and sound equipment ~ Radio,Portable radio,Sangean,????,End of life,2019-03-02,"Gaat niet aan en uit, ook niet met adapter of batterijen",nl,"Does not turn on and off, even with adapter or batteries"
rcint_23641,Repair Café International,NLD,Bicycles ~ Bicycle lighting,Lamp,Unknown,????,End of life,2019-10-25,"gaat niet meer uit, batterij heeft gelekt",nl,"goes out, battery leaked"
restart_12719,The Restart Project,HKG,Laptop small,Laptop,Apple,2015,Repairable,2019-04-14,Gassing battery requires replacement,en,Gassing battery requires replacement
restart_12154,The Restart Project,HKG,Mobile,Mobile,Apple,2016,Repairable,2019-03-17,"Gassing battery, cracked screen, broken camera lens",en,"Gassing battery, cracked screen, broken camera lens"
restart_15185,The Restart Project,HKG,Mobile,Mobile,HTC,2016,Repairable,2019-10-13,"Gassing battery. Battery replacement, maybe screen replacement.",en,"Gassing battery. Battery replacement, maybe screen replacement."
restart_15721,The Restart Project,HKG,Mobile,Mobile,HTC,2016,Repairable,2019-11-10,Gassing battery. Ordered new battery,en,Gassing battery. Ordered new battery
rcint_22614,Repair Café International,NLD,Toys electric ~ Keyboard (musical instrument),Musical instrument,Unknown,2000,End of life,2019-10-05,geeft geen geluid ondanks nieuwe batterijen,nl,No sound despite new batteries
rcint_188,Repair Café International,NLD,Other ~ Blood pressure monitor,Misc,Microlife,2007,Repairable,2017-02-04,geheugenbatterij defect,nl,Memory battery failure
restart_1599,The Restart Project,GBR,Handheld entertainment device ~ iPod,Handheld entertainment device,Apple,????,Repairable,2015-07-25,Had no power. Restarter told person that they needed to get a new battery and gave them information verbally on how to open it and fit. The person said that she will try to do this and if she couldn't get into it then she would return for help.,en,Had no power. Restarter told person that they needed to get a new battery and gave them information verbally on how to open it and fit. The person said that she will try to do this and if she couldn't get into it then she would return for help.
restart_5527,The Restart Project,GBR,Small kitchen item ~ Blender,Food processor,Unknown,????,Repairable,2017-06-24,Hand blender overheated. Needs batteries.,en,Hand blender overheated. Needs batteries.
restart_14424,The Restart Project,GBR,Misc,Misc,Unknown,2017,End of life,2019-08-17,hand torch not working even when battery replaced,en,hand torch not working even when battery replaced
restart_1352,The Restart Project,GBR,Vacuum,Vacuum,Unknown,????,Repairable,2015-04-25,Handheld vacuum - No power - Needs a new battery,en,Handheld vacuum - No power - Needs a new battery
restart_11277,The Restart Project,CAN,Laptop medium,Laptop,Unknown,????,Repairable,2019-02-05,HDMI bug + battery,en,HDMI bug + battery
rcwales_1067,Repair Cafe Wales,GBR,Electrical ~ Headtorch,Decorative or safety lights,Unknown,????,End of life,2018-11-01,"Headtorch Not working, bulb and batteries fine",en,"Headtorch Not working, bulb and batteries fine"
restart_8848,The Restart Project,GBR,Misc ~ Heated gloves,Misc,Maplin,2017,End of life,2018-07-21,Heated gloves.Think the circuit was damaged inside the gloves. The battery pack and charging checked out fine. Would have to damage to fix them,en,Heated gloves.Think the circuit was damaged inside the gloves. The battery pack and charging checked out fine. Would have to damage to fix them
rcint_16573,Repair Café International,NLD,Display and sound equipment ~ Video camera,DSLR/video camera,Grundig,1996,Repairable,2019-04-06,Hij doet het niet ; batterij?,nl,It does not work ; battery?
rcint_26175,Repair Café International,NLD,Household appliances electric ~ Lamp/lighting,Lamp,Unknown,????,End of life,2019-12-07,hulp bij batterijwissel,nl,assistance battery change
restart_16004,The Restart Project,IRL,Laptop medium,Laptop,Toshiba,2015,Repairable,2019-11-24,Integrated Battery and RTC battery dead,en,Integrated Battery and RTC battery dead
